,publication,url,article_title,date,is_uni_newspaper
418,thenortherner,https://www.thenortherner.com/news/2024/06/12/nku-board-of-regents-passes-balanced-budget-two-percent-tuition-increase/,"NKU Board of Regents passes balanced budget, two-percent tuition increase",2024-06-12,1
419,thenortherner,https://www.thenortherner.com/sports/2024/06/04/nku-baseballs-first-ncaa-appearance-ended-by-an-offensive-shootout-with-tennessee-and-a-shutout-by-southern-mississippi/,NKU Baseball’s First NCAA Appearance Ended By An Offensive Shootout With Tennessee And A Shutout By Southern Mississippi,2024-06-04,1
420,thenortherner,https://www.thenortherner.com/news/2024/05/28/tiburcio-lince-brings-alegria-to-latino-student-initiatives-at-nku/,Tiburcio Lince brings ‘alegría’ to Latino Student Initiatives at NKU,2024-05-28,1
421,thenortherner,https://www.thenortherner.com/news/2024/05/28/five-international-markets-share-a-slice-of-home/,Five international markets share a slice of home,2024-05-28,1
422,thenortherner,https://www.thenortherner.com/news/2024/05/28/congolese-natives-journey-inspires-hope-for-others/,Congolese native’s journey inspires hope for others,2024-05-28,1
423,thenortherner,https://www.thenortherner.com/news/2024/05/28/breaking-bread-at-immigrant-founded-restaurants/,Breaking bread at immigrant-founded restaurants,2024-05-28,1
424,thenortherner,https://www.thenortherner.com/news/2024/05/28/the-face-of-northern-kentucky-its-starting-to-look-different/,The face of Northern Kentucky: ‘It’s starting to look different’,2024-05-28,1
425,thenortherner,https://www.thenortherner.com/news/2024/05/23/nku-college-of-health-and-human-services-announces-new-dean/,NKU College of Health and Human Services announces new dean,2024-05-23,1
426,wkujournalism,https://wkujournalism.com/a-collective-of-change-in-college-sports/,College athletes collecting with the ‘Collectives’,2024-05-06,1
427,wkujournalism,https://wkujournalism.com/profs-curiousity-takes-him-throughout-the-world/,Prof’s curiousity takes him throughout the world,2024-01-22,1
428,wkujournalism,https://wkujournalism.com/like-father-like-son/,"Like Father, like Son",2024-01-17,1
429,wkujournalism,https://wkujournalism.com/the-art-of-not-falling-hard/,The art of not falling hard,2024-01-17,1
430,wkujournalism,https://wkujournalism.com/immigration-leaving-the-good-and-the-bad-behind/,Immigration: leaving the good and the bad behind,2024-01-17,1
431,wkujournalism,https://wkujournalism.com/after-the-storm-a-new-day/,"After the Storm, a New Day",2024-01-17,1
432,wkujournalism,https://wkujournalism.com/daniel-liddle-diving-into-the-youtube-pool/,Daniel Liddle: Diving into the YouTube pool,2024-01-04,1
433,wkujournalism,https://wkujournalism.com/sympathy-for-the-devil/,‘Sympathy for the Devil’,2024-01-04,1
434,wkujournalism,https://wkujournalism.com/she-loves-to-hate-plato/,She loves to hate Plato,2024-01-04,1
435,wkujournalism,https://wkujournalism.com/midnight-in-the-garden/,Midnight in the Garden,2024-01-04,1
436,lsucoldcaseproject,https://lsucoldcaseproject.com/bitter-jaguar-listening-event/,Bitter Jaguar Listening Event,2023-12-01,0
